RespondentID,Consent,Age,MOSTRECENTyearofstudy,ConsideringUniversityinFuture,GoodunderstandingofPhilosophy,GoodunderstandingofSociology,GoodunderstandingofPsychology,GoodunderstandingofHistory,GoodunderstandingofEthics,GoodunderstandingofTheology,GoodunderstandingofReligiousStudies,GoodunderstandingofPolitics,GoodunderstandingofEnglish,GoodunderstandingofMath,GoodunderstandingofComputerScience,GoodunderstandingofBusiness,InterestinstudyingPhilosophy,InterestinstudyingSociaology,InterestedinStudyingPsychology,InterestedinstudyingHistory,InterestedinstudyingEthics,InterestedinstudyingTheology,InterestedinstudyingReligiousStudies,InterestedinstudyingPolitics,InterestedinstudyingEnglish,InterestedinstudyingMath,InterestedinstudyingComputerScience,InterestedinstudyingBusiness,Philosophyemployability,Sociologyemployability,PsychologyEmployability,Historyemployability,Ethicsemployability,Theologyemployability,ReligiousStudiesemployability,Politicsemployability,Englishemployability,Mathemployability,ComputerScienceemployability,Businessemployability,Theologyasubjectforreligiouspeople,Religionasubjectforreligiouspeople,TheologydegreeincludesPrefernottosay,TheologydegreeincludesPsychology,TheologydegreeincludesArts,TheologydegreeincludesSociology,TheologydegreeincludesPolitics,TheologydegreeincludesHistory,TheologydegreeincludesPhilosophy,TheologydegreeincludesEthics,TheologydegreeincludesArchaeology,TheologydegreeincludesTextualStudies,TheologydegreeincludesLiterature,TheologydegreeincludesLaw,TheologydegreeincludesEconomics,TheologydegreeincludesScience,ReligiousStudiesdegreeincludesPrefernottosay,ReligiousstudiesdegreeincludesPsychology,ReligiousstudiesdegreeincludesArts,ReligiousstudiesdegreeincludesSociology,ReligiousstudiesdegreeincludesPolitics,ReligiousstudiesdegreeincludesHistory,ReligiousstudiesdegreeincludesPhilosophy,ReligiousstudiesdegreeincludesEthics,ReligiousstudiesdegreeincludesArchaeology,ReligiousstudiesdegreeincludesTectualstudies,ReligiousstudiesdegreeincludesLiterature,ReligiousstudiesdegreeincludesLaw,ReligiousstudiesdegreeincludesEconomics,ReligiousstudiesdegreeincludesScience,PhilosophydegreeincludesPrefernottosay,PhilosophydegreeincludesPolitics,PhilosophydegreeincludesHistory,PhilosophydegreeincludesEthics,PhilosophydegreeincludesTheology,PhilosophydegreeincludesReligion,PhilosophydegreeincludesLaw,PhilosophydegreeincludesEconomics,PhilosophydegreeincludesMath,PhilosophydegreeincludesLogic,CurrentlyorintendingtostudyAlevelreligiousstudies,GCSEReligiousStudies,GCSEReligiousStudiesreasonprefernottosay,GCSEReligiousstudieswantedto,GCSEreligiousstudiesparentswanted,GCSEreligiousstudiescompulsory,Gender,Ethnicity,EthnicityOther,ReligiousAffliation,ReligiousAffiliationOther
12760955290,1,4,3,1,5,4,2,4,5,4,4,4,5,4,1,4,5,4,3,2,5,4,4,2,5,2,1,1,2,3,5,4,2,2,2,4,4,5,5,5,1,1, , , ,3, ,5,6,7, , , ,11, , , , , ,3, ,5,6,7, , , ,11, ,13, ,1,2,3,4,5,6, , ,9,2,1, , , ,3,2,14, ,5, 
12760952466,1,4,3,1,3,0,3,4,4,3,3,3,3,5,3,5,1,1,4,2,4,1,1,2,1,1,1,3,5,5,3,3,3,5,1,5,2,5,5,5,1,1, , ,2, , , , , , , , , , , , , , , , ,5,6,7, , ,10, , , , , , ,3, , , , , ,9,2,1, , , ,3,2,6, ,9, 
12760949596,1,2,1,2,2,2,3,5,1,1,2,2,4,4,1,5,1,3,3,4,2,2,1,3,1,1,1,3,2,2,4,5,5,1,2,5,2,5,5,4,1,3,0, , , , , , , , , , , , , , , , , , ,5,6,7,8,9,10, , , , , ,2,3,4,5, , , , ,2,2, , , , ,2,7, ,5, 
12760949117,1,3,2,1,2,3,3,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,4,4,5,4,4,3,4,5,4,5,5,5,3,2, , , , , , ,6,7, , , , , , , , , , , ,5,6,7, , , ,11, , , , , ,3,4, , , , , ,2,1, , , ,3,2,13, ,5, 
12760948816,1,4,3,1,4,2,3,4,4,2,2,2,2,4,5,3,5,4,4,4,5,1,1,4,2,4,5,4,2,4,4,3,3,2,3,5,5,5,5,5,4,4, , , , , ,5,6,7,8,9,10, , , , , , , , ,5,6,7,8,9,10, , , , , ,2,3,4,5,6, ,8,9,2,2, , , , ,2,0, ,1, 
12760944908,1,4,3,1,4,4,4,4,1,1,4,4,4,4,4,4,1,4,4,1,1,1,1,1,4,1,1,1,4, ,1,3,4, ,3,1,3,1,1,2,0,1,0, , , , , , , , , , , , , , , ,2,3,4,5,6,7, , ,10,11, , , , ,2,3,4,5, , , , ,2,2, , , , ,2,1, ,5, 
12760943188,1,3,2,2,2,2,4,4,2,1,4,4,4,4,4,5,2,2,2,4,2,2,2,2,2,2,1,5,2,2,3,4,2,2,2,3,4,4,5,3,1,1, ,1,2, , , ,6, , ,9,10, , , , , , , , ,5, , , , , , , , , ,1,2, ,4,5, , , , ,2,2, , , , ,2,4, ,11, 
12760942810,1,3,2,1,2,5,4,2,5,4,5,4,5,5,2,2,1,4,4,1,4,2,2,1,2,5,2,3,2,4,2,1,2,2,1,3,2,4,5,5,1,1, , , , ,4,5,6,7, , ,10, , , , , , , , , ,6,7, ,9,10, , , , ,1,2,3,4,5, , , ,9,2,1, ,1, , ,2,2, ,14, 
12760938725,1,2,2,1,4,3,4,4,1,2,2,4,4,4,1,3,1,1,4,4,4,1,1,5,1,1,3,1,2,2,4,5, ,2,2, ,4,5,5,5,1,1, , ,2, ,4, ,6,7, , , , , ,13, , ,2, , ,5, ,7, , ,10, , ,13, , ,2,3,4,5, , , ,9,2,1, , , ,3,2,4, ,11, 
12760937111,1,2,1,1,1,1,2,4,3,2,4, ,4,4,3,3,2,2,2,2,1,2,2,2,1,2,1,2,3,5, ,5,4,2,5,3,4,5,4,5,5,4, ,1, , , , ,6,7, , , , , , , ,1, ,3,4,5,6,7,8,9, , , , , , , ,3,4,5,6, , , ,2,2, , , , ,2,14, ,2, 
12760934098,1,4,3,1,4,2,4,5,2,4,4,4,5,5,4,2,2,3,3,5,2,2,2,3,4,2,1,2,2,3,3,3,2,2,2,4,2,4,4,5,2,2, , , , , , ,6, , , , , , , , , , , , ,5,6,7, , , , , , , , ,2,3,4,5, , , ,9,2,2, , , , ,2,14, ,2, 
12760933214,1,3,2,1,3,1,1,1,1,1,1,1,3,5,5,4,1,1,1,1,1,1,1,1,1,5,4,3,2,3,2,3,1,2,2,3,2,5,5,3,1,1, ,1, ,3,4, ,6, , , ,10,11, , , , , ,3, ,5,6,7, , ,10, , , , ,1,2, ,4, , , , ,9,2,1, , , ,3,1,4, ,11, 
12760931465,1,4,3,1,3,2,4,4,2,2,4,4,4,5,3,5,4,4,4,4,2,3,2,2,1,1,1,4,2,2,3,3,2,2,2,3,3,5,5,5,1,1, ,1, , , ,5,6,7,8,9,10, , , , , , ,3, ,5,6,7,8,9,10, , , , ,1,2,3,4,5,6, , ,9,2,1, ,1, , ,2,6, ,9, 
12760930725,1,2,1,1,4,4,4,3,3,1,4,5,5,5,2,3,3,3,5,1,4,3,1,5,2,5,1,2,1,3,5,2,2,3,2,4,3,4,4,3,0,1,0, , , , , , , , , , , , , , ,1, , ,4,5, ,7, ,9,10, , , , ,1,2,3,4,5,6, , ,9,2,2, , , , ,3,14, ,2, 
12760930448,1,4,3,2,5,4,4,4,1,3,4,5,4,4,1,2,5,1,1,2,2,2,2,5,2,2,1,1,2,3,5,4,2,2,2,4,4,5,5,3,5,1, , , , , ,5,6,7, ,9,10, , , , , , , , , ,6,7, ,9, , , , , , , ,3, ,5, , , ,9,2,2, , , , ,1,14, ,1, 
12760930444,1,4,3,1,2,5,5,3,2,1,3,3,4,4,2,4,1,1,4,3,1,1,1,1,4,2,1,1,3,2,4,4,2,2,3,4,5,5,5,5,3,3, , , , , , ,6,7, , , , , , , ,1, ,3,4,5,6,7, , , ,11, , , ,1,2,3,4,5, , , ,9,2,1, , , ,3,2,14, ,2, 
12760929969,1,3,2,1,2,3,4,3,2,1,2,1,3,4,3,2,2,1,2,1,1,1,1,1,1,5,2,1,4,2,2,4,2,3,3,3,4,5,5,4,1,1, , , ,3,4,5,6,7, , , ,11, , , , , ,3,4,5,6,7, , ,10,11, , , ,1,2,3,4,5,6, , ,9,2,1, , , ,3,2,14, ,5, 
12760928970,1,3,2,1,1,3,3,4,2,2,1,2,4,5,3,3,2,2,2,5,3,3,2,2,2,5,2,2,1,3,3,4,1,1,1,4,4,5,5,2,0,3, , , , , , , ,7, , ,10, ,12, , ,1,2,3,4,5,6,7,8,9,10,11,12,13, , , ,3,4,5,6, , ,9,2,2, , , , ,2,2, ,9, 
12760928525,1,4,3,1,4,2,1,5,2,4,4,4,5,1,1,5,1,2,4,2,1,1,1,5,4,1,1,1,2,3,3,3,1,1,1,4,4,5,5,3,1,1, ,1, ,3, , , ,7, , , , , , , ,1, , ,4, ,6, , , , , , , , , , ,3,4, , , , , ,2,2, , , , ,2,2, ,9, 
12760926489,1,2,1,1,2,4,2,5,2,2,2,5,2,1,1,1,2,2,1,5,2,1,1,4,1,1,1,1,2,1,2,2,1,1,2,2,2,4,5,5,1,1,0, , , , , , , , , , , , , , , , ,3,4,5,6,7, , , , , , , ,1,2,3,4,5,6, , , ,2,1, , , ,3,1,14, ,2, 
12760921675,1,2,1,1,2,2,3,4,3,2,4,2,5,5,5,2,1,1,3,2,1,1,1,1,4,5,4,1,3,4,2,4,3,3,3,4,4,5,5,5,3,2,0, , , , , , , , , , , , , , , , , , ,5,6,7, , ,10,11, , , , , ,3, ,5,6, , ,9,1,1, , , ,3,2,5, ,1, 
12760918365,1,2,1,1,4,2,5,3,4,1,5,4,4,4,2,4,5,3,1,2,4,3,3,5,5,1,1,3,4,2,3,3,4,2,1,3,5,5,5,5,3,1, ,1, , , , ,6,7, , , , , ,13, , , ,3,4,5,6,7, ,9, ,11, , , , , ,3,4,5, , , ,9,2,1, ,1, , ,2,17, ,5, 
12760916564,1,4,3,1,4,4,4,5,3,2,3,4,5,5,4,4,2,4,4,2,2,2,1,2,3,3,2,2,3,3,3,4,2,2,2,3,5,5,4,3,3,5, , , , ,4,5,6,7, ,9,10,11, , , , , , , , ,6,7, ,9,10, , , , ,1,2,3,4,5,6, , ,9,2,1, , , ,3,2,14, ,17, 
12760913735,1,2,2,1,2,4,2,3,2,2,4,4,4,4,2,5,2,3,3,2,2,2,2,3,3,1,1,2,3,4,5,4,2,2,4,5,5,5,4,5,1,1, ,1, , , ,5,6,7, , ,10, , , , , , , , ,5,6,7, , ,10, , , , , ,2,3,4,5, , , ,9,2,1, , , ,3,2,14, ,5, 
12760913499,1,2,1,1,4,2,2,3,4,5,5,4,3,3,1,2,4,1,2,3,4,4,5,3,3,1,1,2,3,2,3,4,3,3,4,4,4,4,5,3,1,1, , , , ,4,5,6,7, , , , , , , , , , ,4,5,6,7, , , , , , , ,1, ,3,4, ,6, , , ,1,1, ,1, ,3,2,14, ,5, 
12760911797,1,4,3,1,3,4,5,4,4,3,4,4,4,4,2,2,2,4,5,4,3,2,2,4,4,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1, , , ,3,4, ,6,7, , ,10,11, , , , , , , ,5,6,7,8, ,10, , , , , ,2,3,4,5, , , , ,2,2, , , , ,2,14, ,12, 
12760911303,1,2,2,1,1,1,3,1,1,4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,4,5,4,1,1,1,4,1,5,3,5,1,1, ,1,2,3,4,5,6,7,8, ,10,11, , , ,1,2,3, ,5,6,7, , ,10,11, , , ,1,2,3,4,5,6,7, ,9,3,3, , , , ,4,0, ,0, 
12760909433,1,4,3,1,2,2,5,2,2,1,1,2,4,2,2,4,4,4,5,1,3,1,2,2,4,1,1,1,3,4,3,3,2,3,2,2,2,4,2,4,2,1, , , ,3, , ,6,7, , , , , , , ,1, , ,4,5,6, ,8, , ,11, ,13, , , , , ,5,6,7, ,9,2,2, , , , ,2,14, ,1, 
12760909054,1,2,1,1,3,3,5,4,4,1,5,5,4,5,5,4,2,2,4,2,3,1,1,5,1,5,5,2,1,3,2,3,3,2,2,4,4,5,5,3,0,1, ,1, , , , ,6,7, ,9, ,11, , , , , , ,4,5,6,7, ,9, ,11, , , , , ,3,4,5, , , ,9,2,1, ,1, , ,1,5, ,2, 
12760908935,1,4,3,1,1,4,5,4,2,1,2,1,2,5,4,2,3,4,5,2,2,3,1,2,2,4,2,1,3,4,3,3,3,3,3,4,4,5,5,5,0,1, , , , , ,5,6,7, , , , , , , , , , ,4,5,6, , ,9, , , , , ,1,2,3, ,5, , , ,9,2,2, , , , ,2,5, ,1, 
12760908087,1,3,2,1,1,3,5,4,1,1,2,2,5,4,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,3,4,2,2,1,1,5,3,5,4,5,1,1, , ,2, , ,5, ,7, , ,10, , , , , , ,3, ,5,6,7, , , , , , , ,1,2, , , ,6, , , ,2,1, , , ,3,2,1, ,5, 
12760906649,1,4,3,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,4,5,2,1,1, , , , , , ,6, , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , ,2,1, , , ,3,2,2, ,9, 
12760902488,1,3,3,1,4,5,5,4,4,1,4,5,4,4,2,4,5,5,4,2,4,4,2,5,2,1,1,2,1,3,5,4,3,2,1,4,4,5,5,5,1,2, ,1, ,3,4, ,6,7, , , ,11, , , , , ,3,4,5,6,7, , , ,11, , , ,1,2,3,4,5,6, , ,9,2,2, , , , ,2,14, ,17, 
12760899532,1,3,2,1,2,2,4,3,2,2,3,3,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,3,2,1,2,3,4,4,4,4,4,3, , , , , ,5,6, , , , , , , , ,1,2, , ,5, ,7, , ,10,11, , , , , ,3,4,5,6, , ,9,2,1, , , ,3,2,14, ,17, 
12760898908,1,2,1,1,4,2,4,2,2,1,1,4,4,4,1,3,5,4,5,1,2,3,2,5,5,1,1,2,4,5,5,4,4,3,2,3,4,3,4,4,3,2, , , ,3,4, ,6,7, ,9, , , , , , ,2, ,4,5,6,7,8,9,10,11, , , , , , ,4,5,6, , , ,2,2, , , , ,2,14, ,15, 
12760898449,1,2,1,2,3,4,5,2,3,2,4,5,5,3,1,4,4,4,4,1,2,2,3,4,1,2,1,4, ,4,5,3,2,3,3, ,4,5,5,5,1,2, , , ,3,4, ,6,7, , , ,11, ,13, , , , , ,5,6,7, , , ,11, , , , ,2,3,4,5,6, ,8,9,2,2, , , , ,2,6, ,11, 
12760898258,1,2,1,1,3,4,5,5,4,2,4,4,4,5,4,4,2,2,3,2,1,2,1,2,1,4,3,2,2,4,4,3,2,2,2,4,4,5,5,5,1,3, , , , , , ,6, , , , , , , , , , , , ,5,6,7, , , , , , , , ,2,3,4, , , , , ,2,1, , , ,3,2,14, ,5, 
12760894735,1,2,1,2,1,4,4,4,1,2,3,2,5,2,2,2,3,4,2,2,3,3,3,3,4,1,1,3,1,2,2,2,1,1,1,3,2,4,5,3,1,1,0, , , , , , , , , , , , , , , , , , ,5,6,7, , , ,11, , , , , ,3,4,5, , , ,9,2,2, , , , ,2,14, ,17, 
12760892337,1,4,3,1,3,2,3,3,4,2,4,3,3,5,2,5,4,2,3,2,3,3,3,2,2,3,2,4,3,3,3,4,3,3,3,4,3,5,5,5,1,1, ,1,2,3,4,5,6,7,8,9,10,11, , , ,1, ,3,4,5,6,7, ,9, ,11, , , ,1,2,3,4,5, , , ,9,2,1, , , ,3,2,2, ,9, 
12760892112,1,4,3,1,4,5,4,4,4,4,4,5,4,4,4,5,4,4,3,3,2,2,1,4,3,3,2,5,4,3,5,3,3,3,2,4,4,5,5,5,4,4, ,1,2,3, ,5,6,7,8,9,10, , , , , ,2,3,4,5,6,7,8,9, , ,12,13, ,1,2,3,4,5,6,7,8,9,2,1, , , ,3,2,17, ,5, 
12760891642,1,3,2,1,3,2,4,5,4,1,5,5,4,5,5,5,4,2,2,1,4,3,1,5,1,2,1,4,4,3,5,4,4,1,3,5,4,5,5,5,3,3,0, , , , , , , , , , , , , , , , ,3, , ,6,7, , , , , , , ,1, ,3,4,5,6, , ,9,2,2, , , , ,2,14, ,2, 
12760891564,1,4,2,1,1,1,5,1,2,2,1,1,4,4,1,3,2,2,3,2,2,2,2,4,2,5,4,4,5,2,2,3,2,2,2,5,5,5,5,5,1,1, , , ,3,4, ,6, , , , ,11,12, , , ,2,3,4,5,6,7, , ,10,11, , , ,1,2, , ,5,6, , ,9,2,1, , , ,3,2,2, ,9, 
12760890871,1,3,2,1,5,2,5,4,5,5,4,5,1,2,1,4,5,2,5,5,5,4,4,5,3,1,1,3,4,3,3,2, ,3,3,3,4,5,5,4,1,3, , , , , ,5,6,7, ,9, , , , , , , , , ,5,6,7,8, , , , , , , ,2,3,4,5, , , ,9,1,2, , , , ,2,7, ,5, 
12760890731,1,3,3,1,4,2,4,4,4,4,4,5,4,4,5,5,1,1,1,2,1,1,1,2,1,4,4,4,1,4,3,4,1,1,2,4,1,4,5,4,1,1, , ,2, , , ,6,7, ,9,10, , , , , ,2, , ,5,6,7, ,9, ,11, , , ,1, ,3,4,5,6,7, ,9,2,1, , , ,3,1,15, ,1, 
12760888236,1,2,2,1,2,4,5,1,1,1,1,1,4,3,1,2,2,3,5,1,1,2,1,1,2,1,1,1,2,3,4,3,2,2,2,3,3,4,3,4,2,2, , , , , ,5,6,7,8, , , , , , , , , , ,5,6,7, , , , , , , , ,2,3,4,5, , , ,9,2,2, , , , ,2,14, ,17, 
12760886432,1,2,3,1,5,4,5,4,2,2,3,5,5,3,3,3,4,4,4,3,1,1,2,5,4,1,2,1,2,1,3,1,2,1,1,3,4,3,4,2,3,1, , , , , , ,6, , , , , , , , , , , , , ,6, , , , , , , , ,1, , ,4,5, , , , ,2,2, , , , ,2,17, ,1, 
12760885313,1,3,2,1,4, ,4,4,3,1,4,4,5,5,1,1,2,1,2,1,2,1, ,2,1,1,1,1,1,1,4,1,1,1,1,5,2,4,4,5,1,3, ,1, ,3,4, ,6,7, , , ,11, , , ,1,2,3, ,5,6,7, , ,10,11, ,13, ,1,2,3,4,5,6, , ,9,2,2, , , , ,2,14, ,5, 
12760884151,1,4,3,1,5,3,4,5,4,4,5,4,5,4,4,4,4,3,2,3,4,4,4,3,5,2,1,1,3,3,4,5,3,3,3,4,5,5,5,4,1,1, , ,2,3, ,5,6,7, ,9, , , , , , ,2,3, , ,6,7, , , , , , , , ,2,3,4,5, , , ,9,1,1, ,1, , ,2,14, ,2, 
12760881169,1,2,1,1,4,4,4,5,4,3,4,4,5,5,5,4,3,3,3,5,3,3,3,3,4,2,2,2,2,3,3,4,2,2,2,2,5,5,4,4,4,4, , , ,3, ,5,6, , , , , , , , , ,2,3,4,5,6,7, , ,10, , , , , ,2,3,4,5, , , , ,2,2, , , , ,1,17, ,12, 
12760880751,1,3,2,1,4,2,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,4,2,2,2,4,2,1,5,5,1,1,3,4,3,5,5,5,0,2, ,1, ,3, , , , , , , , , , , , , ,3, , ,6, , , ,10, , , , , ,2, , , , , , , ,2,2, , , , ,1,17, ,5, 
12760878755,1,4,3,1,1,4,4,1,1,1,4,2,4,3,1,3,2,2,3,1,2,1,3,1,4,1,1,1,3,2,1,3,1,1,3,4,4,2,1,4,5,1, , , ,3, ,5,6, , , ,10, , , , , ,2, , ,5,6,7,8,9, , , , , , ,2, ,4,5, , , ,9,2,1, , , ,3,2,14, ,5, 
12760876584,1,3,2,1,3,4,5,4,4,1,3,4,4,4,3,3,1,3,4,1,3,1,1,3,1,2,1,3,1,4,5,1,3,2,1,4,3,4,3,5,1,5, , , , ,4, ,6, , , , ,11, ,13, , , , ,4,5, , , , , , , , , , ,2, , , , , , ,9,2, , , , , ,2,14, ,17, 
12760875351,1,3,2,1,3,4,4,4,2,2,4,3,4,3,2,4,2,3,4,1,1,2,2,1,1,3,2,5,2,3,4,3,3,2,2,5,4,4,3,5,1,1, , , , , , ,6, , , , , , , , , , , , , ,6,7, , , , , , , , , , , ,5, , , , ,2,1, ,1, , ,2,7, ,17, 
12760875327,1,3,2,1,2,2,3,4,2,2,3,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1, , , ,3, , ,6,7, ,9, , , , , , , , ,4, ,6,7, , , , , , , , , ,3,4,5, , , , ,2,2, , , , ,2,2, ,5, 
12760874330,1,3,2,3,1,1,1,1,1,1,2,1,3,5,3,4,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,3,1,1,1,3,4,5,5,4,3,3, ,1, , ,4,5, ,7, , , , , , , , ,2, , ,5, ,7, , , , ,12, , , , , ,4,5, , , ,9,2,2, , , , ,1,6, ,4, 
12760873025,1,4,3,1,1,1,3,5,5,3,5,4,5,5,4,2,1,1,1,2,1,1,2,1,1,5,1,3,1,2,3,2,1,1,3,2,2,5,5,5,4,5, , , , , , ,6,7, ,9,10, , , , , , , , , ,6,7, ,9, , , , , , , ,3,4,5, , , ,9,2,1, , , ,3,2,15, ,5, 
12760872202,1,4,2,1,5,5,5,2,4,2,5,3,5,2,1,4,4,4,5,1,4,1,3,2,1,1,1,1,2,5,5,2,4,3,3,2,3,4,5,2,3,2, , ,2, , ,5,6, ,8,9, , , , , , , , , , ,6,7, ,9, , , , , , ,2, ,4,5, , , , ,2,1, , , ,3,2,6, ,5, 
12760871287,1,2,1,2,4,5,4,5,5,2,4,4,5,5,3,5,1,4,1,1,1,1,1,2,4,1,1,3,1,1,1,4,1,0,1,3,4,5,4,5,1,1, , , , ,4,5,6,7,8, , , , , , , , ,3, ,5, ,7,8,9,10, , , , , ,2,3,4,5, , , ,9,2,1, , , ,3,2,14, ,17, 
12760869016,1,4,3,2,2,3,4,4,1,1,2,2,5,3,1,4,2,2,1,3,2,2,2,3,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , ,5, , , , , ,11, , , , , ,3, ,5,6,7,8, ,10,11, , , , ,2, ,4,5,6, , ,9,2,2, , , , ,2,15, ,17, 
12760867380,1,3,2,1,2,1,4,4,1,1,4,3,2,5,4,2,1,1,1,1,1,1,1,1,1,4,4,1,2,1,2,2,2,2,2,3,3,3,5,3,3,3, , , ,3, ,5,6,7, , , , , , , , , , ,4, ,6,7, , , , , , , , , ,3,4,5, , , , ,2,1, ,1, , ,2,14, ,1, 
12760866227,1,4,3,1,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,4,1,1,2,5,4,5,5,3,4,5,4,3,4,3,4,1,1, , , , , , ,6,7, ,9, , , , , , , , , , ,6,7, ,9, , , , , , , ,3,4,5, , , ,9,2,1, , , ,3,1,14, ,5, 
12760865476,1,2,1,1,5,4,4,5,5,3,5,3,5,5,2,2,5,4,5,4,5,5,4,4,5,2,2,2,3,3,5,3,2,3,3,4,5,5,5,5,1,1, ,1,2,3,4,5,6,7, , ,10,11, , , ,1,2,3,4,5,6,7,8, ,10,11, , , , ,2,3,4,5, , , ,9,2,1, ,1, ,3,2,17, ,0, 
12760864022,1,4,3,1,5,2,2,4,4,5,5,4,4,4,2,1,4,1,1,5,4,5,5,5,2,1,1,1,4,1,3,3,3,1,2,2, ,5,5,2,1,1, , ,2,3,4,5,6,7,8,9,10,11, , , , , ,3,4,5,6,7, ,9,10, , , , ,1,2,3,4,5,6, , ,9,1,1, ,1, , ,2,14, ,5, 
12760862184,1,4,3,1,3,3,3,4,2,1,4,4,4,5,2,4,2,2,2,4,3,2,1,3,1,3,1,3,2,3,3,3,3,1,2,3,1,5,4,4,3,1, ,1,2,3, ,5,6,7,8,9,10, , ,13, , , ,3,4,5, ,7,8,9, , , , , ,1,2,3,4,5,6,7,8,9,2,1, , , ,3,1,14, , , 
12760862054,1,4,3,1,3,3,4,3,2,3,4,4,4,5,3, ,2,4,5,2,5,2,3,4,4,5,5,2,3,4,3,3,4,3,3,4,3,4,4,5,1,1, ,1, ,3, , ,6,7, ,9,10, , , , , , , , ,5,6,7, ,9,10, , , , , ,2,3,4,5, , , ,9,2,2, , , , ,1,17, ,5, 
12760860580,1,2,1,1,4,2,4,4,4,4,4,4,5,5,4,3,4,3,2,5,4,4,4,3,5,2,1,2,3,3,4,3,3,3,3,3,3,4,4,4,4,4, , ,2,3,4,5,6,7, ,9,10, , , , ,1, ,3,4, ,6,7, ,9,10, , , , , ,2,3,4,5, , , ,9,1,1, ,1, , ,2,14, ,5, 
12760858723,1,4,3,1,4,4,5,5,3,1,4,4,4,5,4,3,5,5,5,5,3,2,4,3,5,2,2,5,0,4,3,2,0,0,0,4,3,3,5,5,1,1, , , , ,4, ,6, ,8,9,10,11, ,13, , , , , , , ,7, ,9, ,11, , , , , ,3,4,5, , , ,9,2,2, , , , ,2,3, ,11, 
12760857904,1,3,2,1,1,1,4,4,2,1,4,2,4,4,5,4,2,2,4,1,2,1,2,2,2,2,2,4,2,3,3,2,1,1,3,4,3,5,5,4,1,1, , , , ,4,5,6,7, ,9,10,11, ,13, , , , ,4,5,6,7, ,9, ,11, ,13, ,1,2,3,4,5,6,7, ,9,2,1, , , ,3,2,2, ,9, 
12760856790,1,2,1,1,5,4,4,5,5,1,4,5,4,5,3,1,5,5,3,5,5,4,5,5,1,1,1,1,3,2,4,3,2,1,1,4,4,5,5,3,1,1, , , , , , ,6,7, , , , , , , , , ,3,4,5,6,7, , , , , ,13, , ,2,3,4,5, , , ,9,2,1, , , ,3,2,4, ,11, 
12760855445,1,3,2,1,3,4,3,4,4,1,4,2,3,3,3,5,3,4,4,3,2,2,2,2,1,3,3,4,2,3,4,3,2,3,2,5,3,4,5,5,3,1, ,1, ,3, ,5,6,7,8,9,10, , , , ,1, ,3, ,5,6,7, ,9, , , ,13, ,1,2,3,4,5,6, , ,9,2,1, , , ,3,2,3, ,11, 
12760854158,1,4,3,1,4,4,4,4,4,2,4,4,4,2,2,2,4,4,4,4,2,2,4,5,2,1,1,4,4,3,4,4,3,3,2,3,4,5,5,4,1,1, ,1, , ,4, ,6,7, ,9,10, , , , ,1, ,3,4,5,6,7, ,9,10,11, ,13, ,1,2,3,4,5, , , ,9,2,2, , , , ,2,6, ,9, 
12760852427,1,2,1,1,3,3,3,4,4,1,4,3,4,5,5,4,1,1,1,2,1,1,1,1,4,3,4,1,2,1,2,3,1,0,2,3,3,5,5,4,1,2, , , , , , , ,7, , , , , , , , , ,3, , ,6,7, , , , , , , , , ,3, ,5, , , , ,2,2, , , , ,1,2, ,9, 
12760852033,1,4,3,1,5,5,3,4,5,5,4,2,4,4,2,2,5,5,5,3,5,4,4,4,4,2,2,3,2,5,3,4,2,3,3,5,5,4,4,5,1,1, , , , ,4, ,6,7, ,9, ,11, , , ,1, ,3,4, ,6,7, , , , , , , , ,2,3,4,5,6, ,8,9,2,2, , , , ,2,5, ,1, 
12760850793,1,3,3,1,3,3,5,5,3,2,3,3,5,4,4,2,2,3,4,3,2,2,2,3,2,2,3,2,1,2,5,3,2,1,2,3,3,4,4,5,1,1, , , , , , ,6,7, , , , , , , , , , , , ,6,7, , , ,11, , , , , ,3,4,5,6, , , ,2,2, , , , ,2,14, ,1, 
12760850536,1,3,2,2,2,4,2,2,3,2,4,4,3,4,2,4,3,4,2,2,2,2,2,3,2,3,2,4,2,3,4,3,2,2,2,4,3,4,2,4,1,1, , , , , ,5,6,7, ,9,10, , , , , , , , ,5,6, , ,9,10, , , , , ,2,3,4,5, , , ,9,2,1, , , ,3,2,3, ,11, 
