RespondentID,Consent,Age,MOSTRECENTyearofstudy,ConsideringUniversityinFuture,GoodunderstandingofPhilosophy,GoodunderstandingofSociology,GoodunderstandingofPsychology,GoodunderstandingofHistory,GoodunderstandingofEthics,GoodunderstandingofTheology,GoodunderstandingofReligiousStudies,GoodunderstandingofPolitics,GoodunderstandingofEnglish,GoodunderstandingofMath,GoodunderstandingofComputerScience,GoodunderstandingofBusiness,InterestinstudyingPhilosophy,InterestinstudyingSociaology,InterestedinStudyingPsychology,InterestedinstudyingHistory,InterestedinstudyingEthics,InterestedinstudyingTheology,InterestedinstudyingReligiousStudies,InterestedinstudyingPolitics,InterestedinstudyingEnglish,InterestedinstudyingMath,InterestedinstudyingComputerScience,InterestedinstudyingBusiness,Philosophyemployability,Sociologyemployability,PsychologyEmployability,Historyemployability,Ethicsemployability,Theologyemployability,ReligiousStudiesemployability,Politicsemployability,Englishemployability,Mathemployability,ComputerScienceemployability,Businessemployability,Theologyasubjectforreligiouspeople,Religionasubjectforreligiouspeople,TheologydegreeincludesPrefernottosay,TheologydegreeincludesPsychology,TheologydegreeincludesArts,TheologydegreeincludesSociology,TheologydegreeincludesPolitics,TheologydegreeincludesHistory,TheologydegreeincludesPhilosophy,TheologydegreeincludesEthics,TheologydegreeincludesArchaeology,TheologydegreeincludesTextualStudies,TheologydegreeincludesLiterature,TheologydegreeincludesLaw,TheologydegreeincludesEconomics,TheologydegreeincludesScience,ReligiousStudiesdegreeincludesPrefernottosay,ReligiousstudiesdegreeincludesPsychology,ReligiousstudiesdegreeincludesArts,ReligiousstudiesdegreeincludesSociology,ReligiousstudiesdegreeincludesPolitics,ReligiousstudiesdegreeincludesHistory,ReligiousstudiesdegreeincludesPhilosophy,ReligiousstudiesdegreeincludesEthics,ReligiousstudiesdegreeincludesArchaeology,ReligiousstudiesdegreeincludesTectualstudies,ReligiousstudiesdegreeincludesLiterature,ReligiousstudiesdegreeincludesLaw,ReligiousstudiesdegreeincludesEconomics,ReligiousstudiesdegreeincludesScience,PhilosophydegreeincludesPrefernottosay,PhilosophydegreeincludesPolitics,PhilosophydegreeincludesHistory,PhilosophydegreeincludesEthics,PhilosophydegreeincludesTheology,PhilosophydegreeincludesReligion,PhilosophydegreeincludesLaw,PhilosophydegreeincludesEconomics,PhilosophydegreeincludesMath,PhilosophydegreeincludesLogic,CurrentlyorintendingtostudyAlevelreligiousstudies,GCSEReligiousStudies,GCSEReligiousStudiesreasonprefernottosay,GCSEReligiousstudieswantedto,GCSEreligiousstudiesparentswanted,GCSEreligiousstudiescompulsory,Gender,Ethnicity,EthnicityOther,ReligiousAffliation,ReligiousAffiliationOther
12762819814,1,3,2,1,4,5,5,5,4,3,5,4,5,2,2,3,5,5,2,5,5,5,5,4,2,2,2,2,2,3,2,3,3,3,3,2,3,4,4,4,1,1, ,1, ,3, ,5,6,7, , , , , , , , ,2,3,4,5,6,7, ,9, ,11,12,13, , ,2,3,4,5, , , ,9,2,2, , , , ,2,10, ,15, 
12762770519,1,3,2,3,4,3,4,4,4,2,4,5,4,4,4,5,1,1,1,1,1,1,1,4,1,1,1,4,3,2,3,2,2,1,2,3,3,4,5,4,1,1, ,1, , , ,5, ,7,8,9,10, , ,13, ,1, , , ,5,6,7, ,9,10, , , , , , ,3,4,5,6, , ,9,2,2, , , , ,2,14, ,2, 
12762761109,1,2,2,1,2,1,4,3,2,1,3,1,2,4,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,3,4,3,2,3,2,4,3,4,5,5,1,1,0, , , , , , , , , , , , , , , , , , , ,6,7, ,9, , , , , , , ,3,4,5, , , ,9,2,2, , , , ,2,14, ,5, 
12762758514,1,3,3,2,5,3,3,3,5,5,5,4,5,3,4,5,5,2,2,5,5,5,5,2,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1, , , , , ,5,6,7, ,9, ,11, , , , , , ,4,5,6,7, ,9, ,11, , , ,1,2,3,4,5,6, , ,9,1,1, ,1, , ,2,3, ,11, 
12762743083,1,2,1,1,4,2,5,2,5,4,4,2,5,4,2,2,4,3,4,1,4,4,4,4,5,2,2,2,2,4,4,3,2,2,2,5,3,5,5,3,2,2, , , , , ,5,6,7, , ,10,11, ,13, , , ,3, ,5,6,7, , ,10, , , , ,1,2,3,4,5,6, , ,9,2,1, ,1, , ,2,2, ,2, 
12762732125,1,4,3,1,3,3,4,4,3,3,2,3,4,4,4,2,4,4,4,4,4,2,2,4,3,2,2,2,2,5,5,3,2,2,3,2,2,5,5,4,2,3, , , , , ,5,6,7,8, ,10, , , , , , , ,4,5,6,7,8, ,10, , , , ,1,2,3,4,5,6,7, ,9,2,2, , , , ,2,14, ,17, 
12762725067,1,4,3,1,1,2,2,3,2,2,4,3,4,5,3,4,4,2,4,2,3,3,4,4,2,5,4,5,2,2,4,3,3,2,3,5,5,5,5,4,1,1, ,1,2,3,4,5,6,7, , ,10,11, ,13, , , ,3,4,5,6,7, , , ,11, ,13, ,1,2,3,4,5, , ,8,9,2,1, ,1, , ,2,14, ,5, 
12762697201,1,4,3,1,3,3,4,4,3,3,4,4,4,5,5,5,2,1,2,2,2,3,1,4,1,5,4,5,3,4,5,2,3,1,2,4,3,5,5,4,4,4, , , , , ,5,6,7, ,9, , , , , ,1, ,3,4,5,6,7, ,9, , , , , ,1,2,3,4, , , , ,9,2,2, , , , ,1,14, ,17, 
12762689225,1,4,3,1,4,2,4,4,3,1,4,4,4,4,3,1,2,3,4,3,2,3,2,1,4,2,1,2,2,2,3,3,2,1,2,2,3,4,4,3,1,1, ,1,2, ,4,5, ,7, , , ,11, , , ,1, ,3,4,5,6,7, , ,10, , , , ,1,2,3,4,5, , ,8,9,2,1, , , ,3,2,14, ,17, 
12762677035,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,4,1,1,1,5,3,5,5,5,3,3, , , , , ,5,6, , , ,10, , , , , , , , , , ,7, ,9, , , , , , , , ,4, , , , , ,2,2, , , , ,2,2, ,16, 
12762663007,1,3,2,2,3,5,5,5,3,0,2,3,4,5,4,2,4,2,5,5,4,3,1,5,2,0,4,2,1,3,4,2,2,3,2,4,3,5,4,5,0,2, , ,2,3, ,5,6,7, ,9,10,11, , , , ,2,3,4, ,6,7, ,9,10,11, , , ,1,2,3,4,5,6, , ,9,2,2, , , , ,1,7, ,0, 
12762649984,1,3,2,1,5,4,4,5,5,5,5,4,5,3,4,3,4,1,2,4,4,3,4,3,5,1,1,1,4,3,4,4,4,4,4,4,4,5,5,5,2,2, , ,2, , ,5,6,7, ,9,10, , , , , ,2, , ,5,6,7, , ,10, , , , ,1,2,3,4,5, , , , ,1,1, ,1, , ,2,14, ,2, 
12762636233,1,4,3,1,0,0,0,4,1,2,2,1,3,5,5,0,1,2,2,4,1,2,0,1,1,5,5,3,2,1,3,2,1,1,1,3,2,5,5,4,2,2, ,1, ,3, ,5,6,7, , ,10, , , , , , ,3,4, ,6,7, , , , ,12, , ,1,2,3,4,5,6, , , ,2,1, , , ,3,1,6, ,5, 
12762627245,1,3,2,2,2,2,2,2,2,2,2,4,2,4,2,3,1,2,3,1,2,2,1,4,1,3,1,4,3,4,4,2,2,2,3,4,2,4,5,4,1,1, , ,2,3, ,5,6,7, ,9,10, , , , , , , , ,5, ,7, , ,10, , , , , ,2,3,4,5, , , ,9,2,2, , , , ,2,14, ,2, 
12762626831,1,2,1,1,5,2,5,5,3,5,5,4,5,5,5,4,4,3,4,4,3,4,3,3,5,5,5,3,4,3,5,3,3,3,3,4,5,5,5,5,2,2, , ,2, , ,5,6,7, ,9,10, , , , , , ,3, ,5,6,7, ,9,10, , ,13, ,1,2,3, ,5,6, , ,9,2,2, , , , ,2,4, ,11, 
12762626575,1,2,1,1,4,3,5,5,1,4,4,2,4,4,3,2,1,2,4,5,1,2,2,3,1,1,1,1,3,4,3,2,3,3,2,4,5,5,5,5,1,1, , , , , , ,6,7, , ,10, , , , , , , , ,5,6,7, , , ,11, , , , , ,3, ,5, , , ,9,2,1, , , ,3,2,14, ,5, 
12762624198,1,3,2,1,4,4,4,4,4,2,2,4,2,4,1,1,4,4,2,1,1,2,2,1,1,1,1,1,2,3,4,2,3, ,2,3,3,5,5,4,3,2, , , , , ,5,6, ,8,9,10, , , , , , , , ,5,6,7, ,9,10, , , , ,1, ,3, ,5,6, , ,9,2,2, , , , ,1,15, ,5, 
12762622168,1,3,2,1,3,4,4,4,3,3,4,2,3,4,2,5,2,2,3,2,3,2,2,2,1,3,3,5,2,3,5,3,2,2,3,5,3,5,5,5,2,1, , , , , ,5,6,7,8,9,10, , , , ,1, ,3,4,5,6,7,8,9,10,11, ,13, ,1,2,3,4,5,6, , ,9,2,1, , , ,3,2,3, ,11, 
12762611787,1,4,3,2,2,2,4,4,2,1,4,2,5,5,2,5,4,2,2,2,2,1,1,2,4,2,1,5,1,2,3,1,2,3,2,4,4,5,5,5,4,4, ,1, ,3, ,5,6,7, , , ,11, , , , , ,3,4,5,6,7, ,9, ,11, , , , , ,3,4,5, , , ,9,2,1, , , ,3,2,14, ,5, 
12762608631,1,4,3,1,2,4,5,4,2,2,4,2,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1,1,4,1,3,4,5,1,1, , ,2, , ,5,6,7,8,9,10, , , , , , , ,4,5, ,7, ,9, , , , , , ,2,3,4,5, , , ,9,2,2, , , , ,2,14, ,2, 
12762607888,1,4,3,1,4,2,4,4,4,4,4,4,5,4,5,4,1,1,1,1,1,1,1,1,5,1,2,1,3,3,4,3,3,3,3,3,3,4,5,4,1,1, , , , , ,5,6,7, ,9,10, , ,13, , ,2, ,4,5,6,7, ,9,10, , , , ,1,2,3,4,5, , , ,9,2,1, , , ,3,2,14, ,2, 
12762600982,1,4,3,1,5,4,5,5,4,5,5,4,5,5,3,4,4,3,4,4,3,4,4,2,5,1,1,1,1,4,5,3,1,3,2,3,2,4,4,5,2,1, , ,2, , ,5,6,7, ,9,10, , , , , ,2,3,4,5,6,7,8,9,10, , ,13, ,1,2,3,4,5, , , ,9,2,1, ,1, ,3,2,14, ,1, 
12762595696,1,2,1,2,5,4,5,4,2,3,3,3,5,1,1,3,2,5,5,2,3,3,3,3,5,1,1,4,3,4,5,4,3,3,3,5,5,5,5,5,1,1, ,1,2,3, ,5,6,7,8,9,10, , , , ,1,2,3, ,5,6,7, ,9,10, , , , ,1,2,3,4,5, , , ,9,2,2, , , , ,2,2, ,7, 
12762583762,1,4,3,1,4,2,3,5,3,4,5,5,5,5,5,5,4,3,2,2,3,1,2,3,1,2,5,3,1,2,3,2,1,1,1,2,3,4,5,5,3,1, , , , , , ,6,7, ,9, , , , , , , , , ,5,6,7, ,9, , , , , , ,2,3, , , , , , ,2,1, ,1, , ,3,14, ,1, 
12762573322,1,2,1,2,4,4,4,3,4,3,4,3,4,5,3,4,3,3,3,2,2,2,2,2,2,4,1,3,2,3,3,3,3,3,2,3,4,5,5,5,2,3, , , ,3, , ,6,7, , ,10,11, , , ,1, ,3,4,5,6,7, , ,10,11, , , ,1,2,3,4,5,6, , ,9,2,1, , , ,3,2,14, ,0, 
12762523668,1,4,3,1,2,2,4,4,2,1,2,1,5,4,1,2,4,4,4,4,1,1,1,1,5,1,1,4,2,3,4,3,2,2,2,2,3,3,3,5,0,2, ,1, , , ,5,6,7, ,9,10,11, , , , , ,3, ,5,6,7, ,9,10, , , , , ,2,3,4,5,6, , ,9,2,2, , , , ,1,14, ,2, 
12762507409,1,2,1,1,2,2,4,4,2,2,5,4,5,5,4,2,2,2,4,2,2,2,2,4,2,4,2,4,3,3,5,2,3,2,2,3,3,5,5,5,3,1, , , , , ,5, ,7, ,9,10, , , , , , , , , ,6,7, ,9, , , , , , , ,3,4, , , , ,9,2,1, , , ,3,2,3, ,11, 
12762503403,1,3,3,1,2,5,5,4,2,4,5,5,4,3,5,3,2,5,5,3,3,3,5,1,3,1,1,4,3,5,5,3,1,2,3,4,4,2,5,5,0,0, , , ,3, , ,6,7, , , , , , , , , , , , ,6,7, , , , , , , , ,2,3, , , , , ,9,2,2, , , , ,2,1, ,11, 
12762496023,1,2,1,2,4,5,5,5,3,4,4,5,4,4,2,4,1,1,5,1,2,3,1,1,4,1,1,3,1,3,4,3,1,2,2,4,4,5,5,5,1,1, , , , , ,5, ,7, ,9, , , , , , , , , ,5,6,7, ,9, , , ,13, ,1, ,3,4,5,6, , ,9,2,2, , , , ,2,10, ,15, 
12762495697,1,3,2,1,3,3,1,4,2,2,1,2,4,1,1,2,2,2,1,5,1,1,1,1,5,1,1,2,2,2,3,3,2,1,1,4,2,3,4,4,1,1, ,1, , ,4, ,6, , , ,10,11, , , , , ,3, , ,6,7, , , , , , , ,1, ,3,4, , , , , ,2,1, , , ,3,2,15, ,0, 
12762487558,1,4,3,1,3,4,5,5,3,3,4,3,5,5,3,3,1,1,4,1,1,1,1,1,0,1,1,1,2,3,4,3,2,3,2,2,3,3,2,2,1,1, , , , , ,5,6, , , , , , , , ,1,2,3,4,5,6,7,8,9,10,11,12,13, , , ,3,4,5, , , , ,2,1, , , ,3,2,14, ,5, 
12762483790,1,2,2,2,3,2,2,4,2,1,3,4,4,4,4,4,1,4,1,2,1,1,1,2,4,1,4,4,2,3,3,4,2,3,3,4,4,4,4,5,0,1,0, , , , , , , , , , , , , , , , ,3, , ,6,7, , ,10, , , , , , ,3, ,5,6, , , ,2,2, , , , ,1,14, ,1, 
12762480206,1,4,3,1,4,3,3,2,2,4,5,1,4,5,5,3,4,2,3,1,3,5,4,1,2,5,5,3,3,3,5,3,3,3,2,4,3,5,5,4,1,1, , , , , , ,6,7, , , , , ,13, ,1, ,3, , ,6,7, , , ,11, , , , ,2,3, , , , ,8,9,2,1, , , ,3,1,2, ,5, 
12762478446,1,3,2,1,2,4,4,4,2,3,4,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,0,3,4,4,4,4,4,4,0,0, , , , ,4,5,6, , , , ,11, ,13, , , , , ,5, , , ,9, ,11, ,13,0, , , , , , , , , ,2,1, , , ,3,2,7, ,11, 
12762470102,1,2,1,3,2,5,2,4,2,2,2,2,5,4,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,1,1,5,2,5,5,3,3,1,0, , , , , , , , , , , , , , , , , , , ,6,7, , , , , , ,0, , , , , , , , , ,2,2, , , , ,1,14, ,2, 
12762464135,1,2,1,1,3,2,3,4,2,1,2,3,4,5,5,4,2,1,3,2,2,0,1,3,1,5,5,3,2,3,4,2,2,0,2,4,4,4,5,4,5,5, ,1, ,3, , ,6,7, , , , , , , , , ,3, ,5,6,7, , ,10, , , , ,1,2,3,4,5, , , ,9,2,2, , , , ,1,14, ,2, 
12762438768,1,4,3,2,4,2,4,4,2,3,4,2,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,2,0,4,3,3,3,3,3,3,4,5,3,0,1,0, , , , , , , , , , , , , ,0, , , , , , , , , , , , , ,0, , , , , , , , , ,2,2, , , , ,2,14, ,2, 
12762437190,1,4,3,1,4,1,5,5,4,1,2,4,5,5,1,5,4,1,1,1,3,1,3,1,1,1,1,1,2,2,3,2,1,1,2,2,3,5,5,5,1,1, , , ,3, , ,6,7, , , , , , , , , , , ,5,6,7, , , , , , , ,1, ,3,4,5, , , , ,2,1, , , ,3,2,14, ,2, 
12762425823,1,4,3,1,2,5,5,4,3,1,4,2,4,4,2,4,1,4,5,1,1,1,1,1,1,1,1,3,2,4,4,2,2,2,2,3,2,4,4,5,3,1, , ,2, , , ,6,7,8, ,10, , , , ,1, ,3, ,5,6,7, , , , , , , , ,2,3,4,5, , , , ,2,2, , , , ,2,14, ,17, 
12762421352,1,4,3,2,2,3,3,5,2,1,2,4,5,1,2,2,2,3,2,4,2,2,2,4,2,1,1,1,2,3,4,3,2,2,3,4,2,5,5,5, ,3, , ,2,3,4,5,6,7,8,9, , , , , , , , , ,5,6,7, ,9, , , , , ,1,2,3,4,5,6, , , ,2,2, , , , ,2,14, ,17, 
12762415790,1,2,2,1,4,3,4,4,4,2,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3, ,3,3,3,3,3,4,5,5,4,2,3, , , ,3, , ,6,7, ,9, , , , , , , ,3,4, ,6,7, ,9,10, , , , ,1,2,3,4,5,6, , , ,2,2, , , , ,2,14, ,1, 
12762400338,1,4,3,1,4,4,5,5,4,4,4,4,5,5,5,4,5,3,4,5,3,3,2,4,5,5,5,4,3,4,5,4,3,2,2,5,3,5,5,5,3,4, , ,2, ,4, ,6,7, , ,10,11, , , , , , ,4,5,6,7, , , ,11, , , ,1,2,3,4, ,6, ,8,9,2,2, , , , ,2,14, ,2, 
12762379768,1,4,3,1,4,4,4,5,4,3,3,4,5,4,2,2,4,2,3,4,4,4,2,4,4,3,1,3,4,3,4,4,4,2,2,4,4,5,5,3,1,1, , ,2, ,4,5,6, , , , , , , , , , ,3, ,5,6,7, , ,10, , , , ,1, ,3,4,5, , , ,9,2,2, , , , ,1,17, ,1, 
12762376635,1,3,3,1,4,2,5,3,4,1,4,2,4,5,5,3,4,5,5,1,3,3,4,4,3,5,5,5,2,3,4,2,3,3,2,4,3,4,5,5,2,3, ,1, ,3,4,5,6,7, ,9,10,11, , , ,1,2,3,4,5,6,7, ,9,10,11, ,13, , ,2,3, , ,6, , ,9,2,2, , , , ,2,2, ,11, 
12762375533,1,2,1,1,3,4,4,5,4,2,4,5,4,5,4,4,4,4,4,5,4,1,2,5,2,2,2,2,2,4,4,3,3,1,2,4,2,4,5,4,2,2, ,1, , , ,5,6, ,8,9, , , , , , ,2,3,4,5,6, , ,9, , , , , ,1,2,3, , , , , ,9,2,2, , , , ,1,10, ,2, 
12762373950,1,4,3,2,5,3,4,5,5,5,5,2,5,4,3,3,1,2,4,5,4,4,4,2,2,2,1,2,2,3,5,4,3,2,2,4,4,5,5,5,2,1, , , ,3, ,5,6,7, ,9, , , , , , , ,3, ,5,6,7, ,9, , , , , , ,2, ,4,5, , , ,9,1,1, ,1, ,3,1,17, ,1, 
12762364170,1,2,3,1,4,1,1,5,4,4,4,2,5,5,5,2,3,2,2,4,3,2,2,4,2,5,5,5,4,3,4,2,2,2,1,5,3,5,5,5,2,4, , ,2,3,4, ,6,7, ,9,10, , , , , , ,3,4,5,6,7, ,9, , , , , ,1,2,3, , , , , ,9,2,2, , , , ,1,14, ,0, 
12762362301,1,3,2,1,3,2,5,5,3,2,4,2,4,4,2,2,1,4,5,4,1,1,1,1,1,1,1,1,2,4,5,3,2,2,2,4,2,4,5,5,3,1, , , , , , ,6, , , , , , , , , , , , , ,6,7, , , , , , , , , , ,4, , , , , ,2,1, ,1, , ,2,14, ,17, 
12762349550,1,2,1,2,4,4,5,2,3,0,4,1,5,2,1,4,4,4,5,1,4,3,3,2,2,2,1,1,3,4,4,3,2,2,2,4,3,3,4,4,3,1, , , , ,4, ,6,7,8, , , , ,13, , , , ,4,5,6,7,8, , ,11, ,13, ,1,2, ,4,5, , , ,9,1,1, ,1, , ,2,3, ,11, 
12762341196,1,4,3,1,3,1,4,4,4,1,1,4,5,4,2,4,1,1,4,1,3,1,1,3,1,4,1,1,1,2,4,3,1,1,1,5,3,5,5,5, ,5, , , , , ,5, , ,8, , , , , , , , , , , ,6, , ,9, , , , , ,1,2,3, ,5, , , ,9,2,2, , , , ,2,14, ,2, 
12762339457,1,4,3,1,4,3,4,4,4,3,4,4,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,4,2,3, , ,2,3,4,5,6,7, ,9,10,11, ,13, ,1, , , ,5,6,7, , ,10,11, , , , ,2,3,4,5,6, , , ,2,2, , , , ,2,7, ,5, 
12762324391,1,3,2,1,5,4,5,5,5,1,5,5,5,5,5,5,4,4,5,5, , ,2,5,5,1, ,2,3,3,5,5,1,2,1,5,5,5,5,4,3,4,0, , , , , , , , , , , , , , , , , , , ,6,7, ,9,10, , , , , ,2,3, ,5, , , , ,2,1, , , ,3,2,7, ,15, 
12762316234,1,3,2,3,3,2,4,5,4,2,4,4,4,5,2,3,2,2,2,4,2,2,2,2,2,5,2,2,3,3,3,4,3,2,2,4,4,5,5,5,1,1, , , , , ,5,6,7,8, , , , , , , , ,3,4, , ,7, , , , , , , , ,2, ,4, , , , ,9,2,2, , , , ,2,14, ,2, 
12762314056,1,2,1,1,2,2,3,4,1,2,2,3,4,4,4,4,1,1,2,1,1,1,1,1,1,2,3,4,1,1,3,1,1,1,2,4,3,4,5,5,4,3, , , , , ,5,6,7,8, ,10, , , , , ,2,3, ,5,6,7,8,9,10, , , , , , ,3,4, , , , ,9,2,2, , , , ,2,2, ,9, 
12762310881,1,4,3,1,4,4,4,5,4,4,4,5,4,4,3,4,4,4,4,4,4,4,2,5,3,3,1,4,2,5,5,5,2,3,2,5,3,4,5,5,1,1, , ,2, , ,5, ,7, ,9,10, , , , , , , , ,5,6,7, , , , , , , ,1,2,3,4,5, , , ,9,2,1, ,1,2,3,2,7, ,5, 
12762306599,1,3,3,1,3,4,4,4,2,3,3,3,4,4,4,4,2,2,2,2,2,2,1,1,2,1,2,3,2,3,4,3,2,2,2,4,4,3,5,5,2,3, , , , , ,5,6,7, , , , , , , ,1, , , ,5, ,7, ,9,10, , , , , ,2,3,4,5, , , , ,2,1, , , ,3,2,14, ,2, 
12762305610,1,4,2,1,5,5,4,5,5,5,5,5,5,5,4,4,5,5,3,5,5,5,5,5,5,2,2,2,4,3,5,5,3,4,4,4,3,4,5,4,1,1, ,1,2,3,4,5,6,7,8,9,10,11,12,13, ,1,2,3,4,5,6,7, ,9,10,11,12,13, ,1,2,3,4,5,6,7,8,9,1,1, ,1, , ,2,14, ,1, 
12762304191,1,4,3,1,2,2,2,2,3,3,3,2,3,4,3,4,1,1,1,1,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0, , , , , , , , , , , , , ,0, , , , , , , , , , , , , ,0, , , , , , , , , ,2,1, , , ,3,1,7, ,5, 
12762291487,1,3,2,1,1,2,5,1,2,2,2,2,2,2,2,4,2,2,4,1,2,2,2,2,2,1,2,4,1,3,5,4,3,0,2,5,3,5,5,5,2,2, , ,2, , ,5,6,7,8, , , , , , ,1, , , ,5,6,7, , ,10, , , , , ,2,3,4,5, , , ,9,2,2, , , , ,2,7, ,5, 
12762289221,1,3,2,1,4,3,4,4,4,3,4,3,4,5,5,5,4,2,4,2,3,2,3,3,2,5,5,4,3,3,4,3,2,3,3,5,4,4,5,5,0,1, , ,2,3, , ,6,7, , , ,11, , , , , , , ,5,6, , ,9,10, , , , , , ,3,4, ,6, , , ,2,2, , , , ,2,7, ,5, 
12762279072,1,3,2,1,3,1,2,4,2,4,4,2,4,5,2,1,2,2,2,2,1,1,1,2,1,4,2,2,4,2,3,5,4,3,3,5,5,5,5,5,2,2, ,1, , , , ,6,7, ,9,10, , , , , , , , ,5,6,7, ,9,10, , , , , , ,3,4,5, , , ,9,2,1, , , ,3,1,6, ,1, 
12762274505,1,3,2,1,2,2,5,4,2,5,4,3,4,2,3,2,3,2,4,4,2,4,4,2,2,2,2,4,3,3,5,3,3,5,4,4,3,4,4,4,1,1, , ,2, , , ,6,7, ,9,10, , , , , ,2, , ,5,6,7, ,9,10, , , , , ,2,3,4,5,6, , ,9,2,2, , , , ,2,14, ,5, 
12762269137,1,3,2,1,2,4,5,4,2,2,3,4,5,4,2,5,1,2,5,1,1,1,1,1,4,1,1,4,3,4,5,4,3,3,3,5,3,5,5,5,2,3, ,1,2,3,4,5,6,7,8, ,10,11, ,13, ,1, , ,4,5,6, ,8, ,10,11, , , ,1,2, ,4,5,6, , , ,2,2, , , , ,2,14, ,5, 
12762247233,1,2,1,2,2,4,4,4,3,2,4,4,4,4,3,4,2,3,3,2,2,2,2,3,2,2,2,2,3,5,4,4,4,4,4,5,4,5,5,5,3,3, ,1, ,3, , , ,7, , , , ,12, , , , , ,4,5, ,7, , , ,11, , ,0, , , , , , , , , ,2,2, , , , ,2,3, ,11, 
12762233631,1,3,2,1,2,1,5,4,2,1,4,2,5,4,1,1,1,1,4,1,1,1,1,1,5,1,1,1,2,2,5,3,2,1,1,5,5,5,5,4,1,1, ,1, ,3,4, ,6,7, , , , , , , , , , , ,5, ,7, ,9, , , , , , , ,3,4,5, , , , ,2,2, , , , ,2,14, ,17, 
12762231310,1,4,3,1,1,1,2,5,1,1,2,1,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,5,1,2,3,1,1,1,1,3,3,4,4,5,1,1, , , , ,4,5, ,7, , , , , , , , , , , ,5,6, , , , , , , , , , ,3,4, , , , ,9,2,1, , , ,3,2,14, ,5, 
12762224298,1,3,3,2,4,4,3,3,5,5,5,2,3,4,1,3,4,4,4,2,4,3,3,2,1,1,1,1,4,4,4,3,2,2,2,3,4,4,2,2,1,1, , , , , , ,6,7, ,9, , , , , , , , , , ,6,7, ,9,10, , , , , , ,3,4,5, , , , ,1,1, , , ,3,2,14, ,5, 
12762217827,1,2,1,1,1,3,4,5,1,1,1,3,4,5,5,5,1,1,1,1,1,1,1,2,1,5,3,5,1,3,4,3,1,1,2,4,2,4,5,5,3,4, , , , , , ,6,7, ,9,10, , , , , , ,3,4, ,6,7, , , , , , , ,1, ,3, ,5, , , ,9,2,1, , , ,3,1,14, ,1, 
12762215287,1,4,3,1,3,4,5,2,2,1,3,2,5,5,3,2,3,3,4,1,2,3,1,2,2,3,2,2,3,4,5,2,3,3,1,4,4,5,5,5,3,5, ,1, ,3, , ,6, ,8, , , , , , , , , , ,5, , , ,9,10, , , , , ,2, , , , , , , ,2,1, , , ,3,2,14, ,2, 
12762210428,1,4,3,1,4,4,4,3,1,2,4,4,4,5,3,4,1,1,1,1,1,1,1,1,1,4,1,1,2,2,3,2,2,2,2,2,3,5,4,5,2,3, ,1, , ,4, ,6,7,8, ,10, , , , , , ,3, ,5, , , , , ,11, ,13, ,1, ,3,4, , ,7, , ,2,2, , , , ,2,8, ,17, 
12762205732,1,5,3,1,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,2,2,2,2,2,5,2,2,2,5,5,5,5,3,4,5,5,5,5,4,5,0,0,0, , , , , , , , , , , , , , ,1, , , , ,6,7, , , , , , , ,1, , , , , , ,8,9,2,1, , , ,3,3,14, ,5, 
12762205703,1,3,2,3,5,5,2,4,4,4,4,4,5,4,2,2,5,4,2,4,4,4,4,2,5,2,2,1,4,4,4,3,2,2,2,3,4,3,2,3,3,1, , , , , ,5,6, , ,9,10, , , , , , , , ,5, ,7, , ,10, , , , , ,2,3, ,5, , , ,9,2,1, ,1, , ,2,10, ,17, 
12762204308,1,4,3,1,4,4,4,4,4,4,2,4,4,4,4,4,1,1,1,4,1,1,1,1,4,1,1,4,2,2,5,4,2,2,2,3,3,4,5,5,3,3, , ,2, , ,5,6,7,8,9,10, , , , ,1,2,3,4,5,6,7,8,9,10, , , , , ,2,3,4, , , , ,9,2,2, , , , ,2,17, ,15, 
12762203493,1,2,2,1,4,5,4,5,4,3,4,4,4,5,2,2,3,2,5,2,3,1,1,3,1,2,1,3,1,1,5,2,1,3,1,4,3,4,3,5,4,5, , , , , ,5,6, , ,9, ,11, , , , ,2, , ,5,6,7, , , ,11, , , ,1, ,3,4,5,6, , ,9,2,1, , , ,3,2,14, ,1, 
12762196321,1,3,2,2,0,0,0,0,0,0,0,4,4,4,0,0,1,1,1,1,1,1,1,1,1,3,1,1,2,4,5,5,5,3,1,5,3,5,5,5,1,1, , , ,3, ,5,6, ,8, , , , , , ,1, ,3, ,5,6,7, , , , , , , ,1,2,3,4,5,6, , ,9,2,2, , , , ,2,3, ,11, 
